PUIC;NAAM;DIENSTREGELPUNT_TYPE;LANDCODE;STATIONSGROOTTE;HEEFT_TANKPLAATS;HEEFT_WERKPLAATS;BLOKPUNT_INDICATIE;BEDIEND;AFKORTING;DOORKOMST_VERPLICHT;BEDIENINGSCODE;KMLINT;KMLINT_OMSCHRIJVING;KM_GEOCODE_T;OFFSET;OFFSET_T;GEOCODE;SUBCODE;GEOCODE_NR;GEOSUBCODE;GEOCODE_NAAM;BEHEERDER;ONDERHOUDSREGIO_NAAM;ONDERHOUDSREGIO_AFKORTING;TECHNIEKVELD;PGO_GEBIED_NAAM;PGO_GEBIED_NR;OPC_GEBIED_NAAM;OPC_GEBIED_NR;PCA;X;Y;GELDIG_VANAF;PUBLICATIEDATUM;PPLG_PUIC;PPLG_NAAM;VLPOST_PUIC;VLPOST_NAAM;PPLG_OMSCHRIJVING;VLPOST_OMSCHRIJVING;LATITUDE;LONGITUDE;KM_GEOCODE
49976ab6-9f87-4945-90c1-4e9038561806;Heiloo;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Hlo;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;46,974688;0.366857;0,366857;75;;75;075__;Alkmaar - Uitgeest;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;108536;512749;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.260.031.555;470.138.642;46.974.688
155b193a-c8ce-4ea0-a05f-53349c61851f;Zaandijk Zaanse Schans;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Zzs;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;67,674898;-0.309008;-0,309008;78;;78;078__;Uitgeest - Zaandam;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;115449;498114;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.246.933.743;480.515.567;67.674.898
ea98a878-9fb4-4098-8b62-8ff291872d4b;Zaanbrug;Brug;Nederland;Onbekend;Nee;Nee;Nee;Nee;Zdb;Ja;BR Beweegbare brug;Zd-Ekz;Zaandam - Enkhuizen ;1,775728;-0.039653;-0,039653;79;;79;079__;Zaandam - Hoorn;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;115957;496529;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.245.512.942;48.128.162;1.775.728
e170168d-4060-4998-9124-55904337c4d5;Alkmaar;Station;Nederland;Groot;Nee;Nee;Ja;Ja;Amr;Ja;IC Intercity-station;Hdr-Zd;Den Helder - Zaandam ;42,050161;-0.02347;-0,02347;620;;620;620__;Alkmaar;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;111115;516892;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;bdbd753b-a5b3-4f91-9f1d-a639e7319920;AMR;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Alkmaar;Alkmaar;5.263.776.073;473.890.254;42.050.161
08c43113-a39a-4281-b0ea-958a2a803d13;Haarlem;Station;Nederland;Groot;Nee;Ja;Ja;Ja;Hlm;Ja;IC Intercity-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;16,881783;0.076589;0,076589;527;c;527;527_c;Haarlem;ProRail;Randstad Noord;RN;Baan;Kennemerland;240;Haarlem;8;Strukton Rail;103992;489183;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;ef2d72a3-c463-424d-8f1e-8e4674fab1a1;HLM;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Haarlem;Alkmaar;523.881.283;463.792.168;16.881.783
bd3a3132-2ebb-4e53-b18a-1f498e2e1d46;Haarlem Spaarnwoude;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Hlms;Ja;Stop-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;14,289953;-0.282297;-0,282297;84;;84;084__;Amsterdam Sloterdijk - Haarlem;ProRail;Randstad Noord;RN;Baan;Kennemerland;240;Haarlem;8;Strukton Rail;106389;488585;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.238.297.169;467.321.613;14.289.953
bb6362bd-5dc9-41aa-bc71-539d5f1445c1;Hillegom;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Hil;Ja;Stop-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;28,059421;-0.203683;-0,203683;85;;85;085__;Haarlem - Warmond;ProRail;Randstad Noord;RN;Baan;Kennemerland;240;Haarlem;8;Strukton Rail;98995;479778;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.230.311.991;45.660.905;28.059.421
1423d351-9c26-4eed-a99c-a18a627e8c8f;Spaarnebrug - bij Haarlem;Brug;Nederland;Onbekend;Nee;Nee;Nee;Ja;Spbr;Ja;BR Beweegbare brug;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;16,265753;-0.401182;-0,401182;527;c;527;527_c;Haarlem;ProRail;Randstad Noord;RN;Baan;Kennemerland;240;Haarlem;8;Strukton Rail;104551;488910;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;ef2d72a3-c463-424d-8f1e-8e4674fab1a1;HLM;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Haarlem;Alkmaar;5.238.572.655;464.617.342;16.265.753
28817745-1180-4158-926d-06a99e0a5a9c;Obdam;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Obd;Ja;Stop-station;Hwd-Hn;Heerhugowaard - Hoorn ;12,827325;-0.308408;-0,308408;216;;216;216__;Heerhugowaard - Hoorn;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Heerhugowaard;6;VolkerRail;122667;521272;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;998b845d-488a-460d-92b5-42cc67f07f8a;OBD;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Obdam;Alkmaar;5.267.793.004;490.912.264;12.827.325
fd1cd58c-36c6-4904-9068-e7532eb12d39;Beverwijk;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Bv;Ja;Stop-station;Hlm-Utg;Haarlem - Uitgeest ;11,698486;0.188606;0,188606;76;;76;076__;Santpoort Noord - Uitgeest;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;105380;499245;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;13193373-20cc-4aa0-96bd-01479643f302;BV;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Beverwijk;Alkmaar;5.247.868.132;465.681.877;11.698.486
468f012d-7807-4908-ae61-53e1fe7cd1c8;Houtrakpolder aansl.(Amsterdam);Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Hrpa;Ja;OA Overloop-aansluiting;Zd-Sgra;Zaandam - Amsterdam Singelgracht Aansl. ;176,258475;-0.174649;-0,174649;139;;139;139__;Zaandam - Amsterdam Sloterdijk;ProRail;Randstad Noord;RN;Baan;Amsterdam;220;Amsterdam;9;VolkerRail;115437;489821;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;50f3a011-7eea-4dd4-a9dc-de95d458de03;HMTA;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Hemtunnel aansl.;Alkmaar;523.948.066;480.595.815;176.258.475
7dfa697c-0425-4930-ae77-713ccd9e429b;Uitgeest;Station;Nederland;Klein;Nee;Nee;Ja;Ja;Utg;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;57,713158;-0.236681;-0,236681;522;b;522;522_b;Uitgeest;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;108451;504063;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;3900927f-6977-4669-8758-eca86ec8fe39;UTG;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Uitgeest;Alkmaar;5.252.224.968;470.134.737;57.713.158
21f6989e-3396-4281-a2c2-92f16661e97b;Houten Castellum;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Htnc;Ja;Stop-station;Ut-Btl;Utrecht Centraal - Boxtel ;9,460441;-0.036212;-0,036212;117;;117;117__;Lunetten - Geldermalsen;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Driebergen;15;ASSET Rail;140746;447619;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;a8bec137-9748-48bf-8038-20992bfadc41;HTN;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Houten;Utrecht Centraal;5.201.674.468;517.955.839;9.460.441
53690942-9c84-491a-bff9-06ac0d38c217;Tiel;Station;Nederland;Klein;Nee;Nee;Ja;Ja;Tl;Ja;Stop-station;Est-Gdm;Elst - Geldermalsen ;32,835954;0.488459;0,488459;43;;43;043__;Kesteren - Geldermalsen;ProRail;Zuid;Z;Baan;Betuwe;320;Geldermalsen;22;Strukton Rail;157472;433474;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;3e79722d-93e2-463a-bffd-d602489d26ed;TL;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Tiel;Utrecht Centraal;5.188.978.349;542.311.077;32.835.954
6e899c90-f7bf-4716-9d4e-44b2f5e51b9d;Harmelen Breukelen aansl.;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Hmlba;Ja;OA Overloop-aansluiting;Bkl-Hmla;Breukelen - Harmelen Aansl. ;6,161696;-0.045236;-0,045236;99;;99;099__;Breukelen - Harmelen Aansl.;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Woerden;14;ASSET Rail;126119;458588;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;c7e72fce-eb38-4ce9-a242-f654ae8e76ad;HMLA;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Harmelen aansl.;Utrecht Centraal;5.211.476.432;49.655.574;6.161.696
d9e22e10-5960-4bf5-ba44-80afa87ff4d7;Dubbele Wierickebrug - tussen Woerden en Bodegraven;Brug;Nederland;Onbekend;Nee;Nee;Nee;Nee;Dwb;Ja;BR Beweegbare brug;Wd-Ledn;Woerden - Leiden Centraal ;4,800111;0.087611;0,087611;102;;102;102__;Woerden - Alphen a/d Rijn;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Rijn en Gouwe;81;BAM Rail;115397;454168;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;;Utrecht Centraal;5.207.437.552;480.954.279;4.800.111
d25181b2-091c-408b-a492-ac03d7b8f65c;Blauwkapel Zuid;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Blz;Ja;OA Overloop-aansluiting;Hvs-Utm;Hilversum - Utrecht Maliebaan ;13,850025;0.198477;0,198477;546;c;546;546_c;Blauwkapel;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Utrecht;13;ASSET Rail;138142;457729;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;0284e686-9c4a-4842-8c1d-590b6d291c29;BKP;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Blauwkapel;Utrecht Centraal;5.210.754.008;51.411.263;13.850.025
f11f1843-aa36-4b4a-834a-7c37a08a2197;Blauwkapel Oost aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Bloa;Ja;OA Overloop-aansluiting;Ut-Amf;Utrecht - Amersfoort ;5,699557;0.041009;0,041009;93;;93;093__;Blauwkapel - Den Dolder;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Utrecht;13;ASSET Rail;139538;458958;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;14332cf1-f8c4-478c-9347-c6f62aced73f;BLOA;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Blauwkapel Oost aansl.;Utrecht Centraal;5.211.862.705;516.144.781;5.699.557
e50c4def-29ab-4789-b4a9-a289c5dbdfbb;Oud Zaltbommel;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ozbm;Nee;Goederen emplacement;Ut-Btl;Utrecht Centraal - Boxtel ;35,137822;-0.020836;-0,020836;46;;46;046__;Meteren Aansl. - s Hertogenbosch;ProRail;Zuid;Z;Baan;Betuwe;320;Geldermalsen;22;Strukton Rail;146549;423622;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;0c9ac430-fd14-4064-9570-3d440940968b;OZBM;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Oud Zaltbommel;Utrecht Centraal;5.180.117.233;526.468.174;35.137.822
81fb484a-216f-4188-aabe-ff70bbf0a6a3;Zaltbommel;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Zbm;Ja;Stop-station;Ut-Btl;Utrecht Centraal - Boxtel ;34,399737;-0.331848;-0,331848;46;;46;046__;Meteren Aansl. - s Hertogenbosch;ProRail;Zuid;Z;Baan;Betuwe;320;Geldermalsen;22;Strukton Rail;146462;424355;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;;Utrecht Centraal;518.077.595;526.340.237;34.399.737
5c1864ec-64ea-4a51-832f-c60d802b34e8;Woerden Overloop;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Wdo;Ja;OV Overige;Ut-Rtd;Utrecht Centraal - Rotterdam Centraal ;17,600103;0.103665;0,103665;105;;105;105__;Woerden - Gouda;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Woerden;14;ASSET Rail;119982;453906;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;82c19fd9-06b8-4beb-8ddd-c847d0a68ee0;WD;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Woerden;Utrecht Centraal;5.207.232.948;487.644.505;17.600.103
8611c049-a08a-46fa-9502-81dd9f0090fe;Moordrecht aansl. Zuid;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mdaz;Ja;OA Overloop-aansluiting;Gd-Gvc;Gouda - Den Haag Centraal ;1,784671;-0.150763;-0,150763;107;;107;107__;Moordrecht Aansl. - Den Haag Binckhorst;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Rijn en Gouwe;81;BAM Rail;103881;447107;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;195894fd-d443-4282-9c71-3b74f5ccec6d;MDAZ;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Moordrecht aansl. Zuid;Utrecht Centraal;5.200.997.169;464.263.403;1.784.671
1e1b96c1-0cfc-4894-9210-7922f1a98f37;Oosterbeek;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Otb;Ja;Stop-station;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;87,56963;0.035961;0,035961;36;;36;036__;Ede=Wageningen - Arnhem;ProRail;Noord-Oost;NO;Baan;Veluwe;430;Gelderse Vallei;29;Strukton Rail;186174;445225;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;;Utrecht Centraal;5.199.453.347;584.110.462;8.756.963
ad089241-763b-44b1-a6dd-bccd644db6cf;Utrecht Centraal;Knooppunt;Nederland;Groot;Nee;Nee;Ja;Ja;Ut;Ja;IC Intercity-station;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;34,931687;0.024291;0,024291;531;c;531;531_c;Utrecht Centraal;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Utrecht;13;ASSET Rail;135929;455873;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;f1fb38d7-03fa-475e-8e96-4db274451285;UT;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Utrecht Centraal;Utrecht Centraal;5.209.078.674;510.892.731;34.931.687
66393cb4-ccff-4980-baeb-935c9abeb4ea;Utrecht aansl. Maarssen;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Utma;Ja;OA Overloop-aansluiting;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;33,688108;-0.221511;-0,221511;531;c;531;531_c;Utrecht Centraal;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Utrecht;13;ASSET Rail;135090;456764;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;f1fb38d7-03fa-475e-8e96-4db274451285;UT;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Utrecht Centraal;Utrecht Centraal;520.987.655;50.966.332;33.688.108
65edfc9d-ecdc-47b9-947d-38fcb044c0c7;Veenendaal West;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Vndw;Ja;Stop-station;Rhn-Har;Rhenen - De Haar Aansl. ;32,854775;0.566567;0,566567;109;;109;109__;Rhenen - De Haar Aansl.;ProRail;Randstad Noord;RN;Baan;Eemland;200;Maarn;16;ASSET Rail;164881;448886;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;;Utrecht Centraal;5.202.822.705;553.118.036;32.854.775
c3518540-8acd-4901-ab29-a461f9c40355;Zoeterwoude West;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ztww;Ja;OA Overloop-aansluiting;Wd-Ledn;Woerden - Leiden Centraal ;28,850247;-0.167873;-0,167873;103;;103;103__;Alphen a/d Rijn - Leiden Centraal;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Leiden;1;BAM Rail;94394;462088;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;a5c5282c-4ba4-4639-8192-a809d2ecc192;ZTWW;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Zoeterwoude West;Utrecht Centraal;5.214.365.355;450.180.658;28.850.247
d3a45068-22e9-44ee-b312-0cbb378fc4e9;Boskoop;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Bsk;Ja;Stop-station;Gd-Apn;Gouda - Alphen a/d Rijn ;11,751653;-0.082276;-0,082276;226;;226;226__;Gouda - Alphen a/d Rijn;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Rijn en Gouwe;81;BAM Rail;104235;454594;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;dda8b036-0e68-4566-8a32-f5aeff0eefba;BSK;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Boskoop;Utrecht Centraal;5.207.729.335;464.667.813;11.751.653
fe7a4bf5-b737-4506-84bd-c34f7854c7b5;Zoeterwoude Oost;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ztwo;Ja;OA Overloop-aansluiting;Wd-Ledn;Woerden - Leiden Centraal ;24,600285;-0.413336;-0,413336;103;;103;103__;Alphen a/d Rijn - Leiden Centraal;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Leiden;1;BAM Rail;98150;460105;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;ca5259eb-12bc-41d9-9f7b-7f5b9986de0d;ZTWO;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Zoeterwoude Oost;Utrecht Centraal;5.212.623.083;455.700.376;24.600.285
fec472d3-f12c-43a8-9c9f-315c61b23b8d;Utrecht Zuid aansluiting;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Utza;Ja;AS Aansluiting/splitsing;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;37,768739;0.260464;0,260464;547;c;547;547_c;Lunetten Aansl.;ProRail;Randstad Noord;RN;Baan;Neerlands Midden;250;Utrecht;13;ASSET Rail;137832;453882;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;d179e991-7a3d-4578-90da-8eb1441fe65b;UTZA;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Utrecht Zuid aansluiting;Utrecht Centraal;520.729.539;513.679.482;37.768.739
41f4fb53-7d96-475b-81cc-5d37bdce7486;Gouda;Station;Nederland;Middel;Nee;Nee;Ja;Ja;Gd;Ja;IC Intercity-station;Ut-Rtd;Utrecht Centraal - Rotterdam Centraal ;32,101384;-0.356752;-0,356752;624;a;624;624_a;Gouda;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Rijn en Gouwe;81;BAM Rail;108262;447890;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;3431b9be-2237-4532-8a71-259fef8c1d54;GD;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Gouda;Utrecht Centraal;5.201.739.539;470.633.393;32.101.384
e302c723-8bf8-45be-8024-c9d6eb484cff;Moordrecht aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mda;Ja;OA Overloop-aansluiting;Ut-Rtd;Utrecht Centraal - Rotterdam Centraal ;34,795493;0.064065;0,064065;537;b;537;537_b;Moordrecht Aansl.;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Rijn en Gouwe;81;BAM Rail;105687;447442;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;8745a855-c87c-4714-9223-048b77f41311;MDA;2c573be2-1b65-48a2-9bc5-aa03903c4d07;UT;Moordrecht aansl.;Utrecht Centraal;5.201.314.602;466.888.891;34.795.493
7bc5752b-fcd4-4081-9211-dfec54b3333d;Galgewater, brug o/h - bij Leiden;Brug;Nederland;Onbekend;Nee;Nee;Nee;Ja;Gwt;Ja;BR Beweegbare brug;Wd-Ledn;Woerden - Leiden Centraal ;31,545335;-0.233376;-0,233376;534;a;534;534_a;Leiden Centraal;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Leiden;1;BAM Rail;92754;463965;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;04ba1270-fdcd-4595-a73b-e3edeb059ed0;LEDN;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;Leiden Centraal;Den Haag HS;5.216.033.999;447.750.675;31.545.335
8fdc5f43-a63f-43f7-829c-002202044888;Delft Campus;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Dtcp;Ja;Stop-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;71,271761;-0.078859;-0,078859;112;;112;112__;Den Haag HS - Schiedam Centrum;ProRail;Randstad Zuid;RZ;Baan;Den Haag;110;Den Haag;2;VolkerRail;84767;445247;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;113df5fd-6c79-488c-88c1-22dea07c2a95;DT;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;Delft;Den Haag HS;519.911.655;436.464.974;71.271.761
062770f4-51c0-4b57-b252-18c679137d54;Den Haag Moerwijk;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Gvmw;Ja;Stop-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;63,200174;-0.29313;-0,29313;112;;112;112__;Den Haag HS - Schiedam Centrum;ProRail;Randstad Zuid;RZ;Baan;Den Haag;110;Den Haag;2;VolkerRail;81017;452266;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;;Den Haag HS;520.537.573;430.854.334;63.200.174
f746eedc-5bcb-460e-b2ef-a55bbc6ec7c6;Voorschoten;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Vst;Ja;Stop-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;51,059716;-0.010806;-0,010806;104;;104;104__;Leiden Centraal - Den Haag Mariahoeve;ProRail;Randstad Zuid;RZ;Baan;Rijn en Gouwe;100;Leiden;1;BAM Rail;89774;460297;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;;Den Haag HS;5.212.703.207;443.466.474;51.059.716
1501754e-23bb-4057-a1d1-389224e32c66;Nederlandse Gist Fabriek - bij Delft;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ngsf;Nee;Goederen emplacement;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;67,839759;0.319986;0,319986;112;;112;112__;Den Haag HS - Schiedam Centrum;ProRail;Randstad Zuid;RZ;Baan;Den Haag;110;Den Haag;2;VolkerRail;83476;448400;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;113df5fd-6c79-488c-88c1-22dea07c2a95;DT;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;Delft;Den Haag HS;5.201.933.665;434.519.803;67.839.759
ea60e0c3-2596-4903-8be3-34df4f1677da;Den Haag HS;Station;Nederland;Middel;Nee;Nee;Ja;Ja;Gv;Ja;EC -Eurocity-station;Ass-Rtd;Amsterdam Sloterdijk - Rotterdam ;61,22526;0.350914;0,350914;536;;536;536__;Den Haag HS;ProRail;Randstad Zuid;RZ;Baan;Den Haag;110;Den Haag;2;VolkerRail;81888;453936;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;187b96b3-19e6-4e34-bc7d-fc6b87c32928;GV;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;Den Haag HS;Den Haag HS;5.206.888.091;432.088.269;6.122.526
04983ba2-e9a0-492e-ada2-f4809c4d27e3;Den Haag Centraal;Station;Nederland;Groot;Nee;Nee;Ja;Ja;Gvc;Ja;IC Intercity-station;Gd-Gvc;Gouda - Den Haag Centraal ;25,305057;0.467267;0,467267;560;a;560;560_a;Den Haag Centraal;ProRail;Randstad Zuid;RZ;Baan;Den Haag;110;Den Haag;2;VolkerRail;82156;455266;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;672400c9-1b57-4120-83c0-9b694d2bf85f;GVC;bde0944a-d3df-446d-85b1-60b8789b4eb1;GV;Den Haag Centraal;Den Haag HS;5.208.086.867;432.450.683;25.305.057
8fa1bb76-c189-4364-979e-11d7817d2e88;Hoogkerk aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Hgka;Ja;AS Aansluiting/splitsing;Hlg-Nscg;Harlingen - Nieuweschans Grens ;76,157881;-42.683.882;-42,683882;2;;2;002__;Leeuwarden - Groningen;ProRail;Noord-Oost;NO;Baan;Wadden;420;Groningen;37;Strukton Rail;229382;581225;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;bd997acf-e003-4851-8df1-5c0bbca8a907;HGKA;2e2942cd-6bec-4762-99ca-f8daaf348fba;GN;Hoogkerk aansl.;Groningen;5.321.247.782;650.062.863;76.157.881
98eba505-cdfe-42f5-95e8-968dcee0edda;Groningen Europapark;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Gerp;Ja;Stop-station;Hlg-Nscg;Harlingen - Nieuweschans Grens ;82,087596;-0.062823;-0,062823;552;b;552;552_b;Groningen Losplaats;ProRail;Noord-Oost;NO;Baan;Wadden;420;Groningen;37;Strukton Rail;235079;580454;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;da0ace23-ce45-4c12-8182-20e593cf38fe;GNL;2e2942cd-6bec-4762-99ca-f8daaf348fba;GN;Groningen Losplaats;Groningen;5.320.473.005;658.569.709;82.087.596
