PUIC;NAAM;DIENSTREGELPUNT_TYPE;LANDCODE;STATIONSGROOTTE;HEEFT_TANKPLAATS;HEEFT_WERKPLAATS;BLOKPUNT_INDICATIE;BEDIEND;AFKORTING;DOORKOMST_VERPLICHT;BEDIENINGSCODE;KMLINT;KMLINT_OMSCHRIJVING;KM_GEOCODE_T;OFFSET;OFFSET_T;GEOCODE;SUBCODE;GEOCODE_NR;GEOSUBCODE;GEOCODE_NAAM;BEHEERDER;ONDERHOUDSREGIO_NAAM;ONDERHOUDSREGIO_AFKORTING;TECHNIEKVELD;PGO_GEBIED_NAAM;PGO_GEBIED_NR;OPC_GEBIED_NAAM;OPC_GEBIED_NR;PCA;X;Y;GELDIG_VANAF;PUBLICATIEDATUM;PPLG_PUIC;PPLG_NAAM;VLPOST_PUIC;VLPOST_NAAM;PPLG_OMSCHRIJVING;VLPOST_OMSCHRIJVING;LATITUDE;LONGITUDE;KM_GEOCODE
3ac99d31-ef22-4099-ab71-a506405fae44;Hattemerbroek Aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Htba;Ja;OA Overloop-aansluiting;Llsoa-Zl;Lelystad Opstelterrein Aansl. - Zwolle ;45,559648;0.248172;0,248172;604;a;604;604_a;Hattemerbroek;ProRail;Noord-Oost;NO;;Veluwe;430;Gelderland;33;Strukton Rail;200323;500261;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;c30bcd98-3254-4e74-baa3-112b6a95a1c8;HTBA;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Hattemerbroek Aansl.;Zwolle;524.881.832;605.448.334;45.559.648
90b4b0bf-3f24-42e7-b0bc-a5b9a53e9f5e;Heino;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Hno;Ja;Stop-station;Zl-Wdn;Zwolle - Wierden ;12,400407;0.05688;0,05688;206;;206;206__;Zwolle - Wierden;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;211697;493652;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;5e68f7d4-bada-4dbf-9dcb-4ef9781bde8b;HNO;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Heino;Zwolle;5.242.772.976;622.080.361;12.400.407
e9883c46-ab20-41ed-8e19-ccc87521d3b7;Kampen;Eindstation;Nederland;Middel;Nee;Nee;Nee;Ja;Kpn;Ja;Stop-station;Zl-Kpn;Zwolle - Kampen ;100,880002;0.470344;0,470344;15;;15;015__;Zwolle - Kampen;ProRail;Noord-Oost;NO;Baan;Drenthe;440;Overijssel;34;ASSET Rail;191291;508120;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;88626b40-73ea-498a-b235-986c09ab8e38;KPN;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Kampen;Zwolle;5.255.948.492;592.237.049;100.880.002
95c7fccf-32fa-4dd0-9bd5-252782e73ee7;Zwolle;Knooppunt;Nederland;Groot;Ja;Ja;Ja;Ja;Zl;Ja;IC Intercity-station;Zlr-Zlge;Zwolle Rangeerterrein - Zwolle Goederenemplacement ;2,877432;-0.20444;-0,20444;603;a;603;603_a;Zwolle;ProRail;Noord-Oost;NO;Baan;Drenthe;440;Overijssel;34;ASSET Rail;202859;502121;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;a55fc895-55ec-4d2f-878a-82b1ec212c29;ZL;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Zwolle;Zwolle;5.250.468.256;609.208.405;2.877.432
a5ca5fdd-0662-4ec5-9244-c6fcb766710b;Vriezenveen;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Vz;Ja;Stop-station;Mrb-Aml;Mariënberg - Almelo ;12,449803;-0.426323;-0,426323;205;;205;205__;Mariënberg - Almelo;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;237560;491175;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;3bef168d-3932-454c-832c-82fde8c67d14;ZL;;Zwolle;5.240.218.616;660.037.999;12.449.803
56b30d90-67fa-4b12-8076-4f41315c07df;Akkrum;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Akm;Ja;Stop-station;Zl-Lw;Zwolle - Leeuwarden ;148,840051;0.037117;0,037117;9;;9;009__;Meppel - Leeuwarden;ProRail;Noord-Oost;NO;Baan;Wadden;420;Friesland;36;Strukton Rail;185582;562397;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;f334f550-8f9d-45b2-b05f-4487d2bc874a;AKM;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Akkrum;Zwolle;5.304.759.059;584.323.874;148.840.051
4dac0ddb-027e-49ff-ac57-d0abf193d2e1;Almelo racc. Bedrijvenpark NW Twente;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Amlbp;Ja;Goederen emplacement;Mrb-Aml;Mariënberg - Almelo ;15,429684;-0.11024;-0,11024;205;;205;205__;Mariënberg - Almelo;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;239148;488687;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;bf1e2ed2-1e93-4576-94bc-73b00bbc4c01;AMLBP;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Almelo racc. Bedrijvenpark NW Twente;Zwolle;5.237.958.795;662.308.579;15.429.684
23eb7b90-d2d8-4c0e-b88a-1cf4d020a01b;Coevorden;Station;Nederland;Middel;Nee;Nee;Ja;Ja;Co;Ja;Stop-station;Hea-Emn;Herfte Aansl. - Emmen ;55,305343;0.535439;0,535439;203;;203;203__;Mariënberg - Emmen;ProRail;Noord-Oost;NO;Baan;Drenthe;440;Overijssel;34;ASSET Rail;246214;520352;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;00e29087-c524-4969-a4e6-d5fe33bd5e1a;CO;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Coevorden;Zwolle;5.266.297.708;67.355.013;55.305.343
6b9ffe5e-ecf4-4306-892c-833185866761;Raalte;Station;Nederland;Middel;Nee;Nee;Nee;Ja;Rat;Ja;Stop-station;Zl-Wdn;Zwolle - Wierden ;18,069698;-0.037362;-0,037362;206;;206;206__;Zwolle - Wierden;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;215688;489621;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;aaa8ca56-d38c-4a11-8c65-7581cec87f35;RAT;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Raalte;Zwolle;5.239.107.715;627.874.562;18.069.698
88b1c383-e401-4178-9253-afc43903ddb4;Steenwijk;Station;Nederland;Middel;Nee;Nee;Nee;Ja;Swk;Ja;Stop-station;Zl-Lw;Zwolle - Leeuwarden ;114,855128;0.055067;0,055067;9;;9;009__;Meppel - Leeuwarden;ProRail;Noord-Oost;NO;Baan;Wadden;420;Friesland;36;Strukton Rail;203947;534079;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;1a4b3575-92aa-427a-b6a6-45cb3606083b;SWK;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Steenwijk;Zwolle;5.279.177.446;611.283.108;114.855.128
a7a8cf4a-7a45-44cc-b20b-8fc0ef40f998;Hoogeveen;Station;Nederland;Middel;Nee;Nee;Nee;Ja;Hgv;Ja;Stop-station;Mp-Gn;Meppel - Groningen ;19,818465;0.038289;0,038289;12;;12;012__;Meppel - Assen;ProRail;Noord-Oost;NO;Baan;Drenthe;440;Drenthe;35;ASSET Rail;228322;527911;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;4da74627-b2d7-4d8a-b9d4-531db8028ac8;HGV;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Hoogeveen;Zwolle;5.273.360.354;647.275.643;19.818.465
5347be0a-89a2-4fc3-b8dd-825935a81265;Wierden;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Wdn;Ja;Stop-station;Dv-Aml;Deventer - Almelo ;33,778491;-0.249559;-0,249559;605;;605;605__;Wierden;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;237065;486638;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;c9690919-2448-49e4-b0a4-9abfeeb97ee7;WDN;3bef168d-3932-454c-832c-82fde8c67d14;ZL;Wierden;Zwolle;5.236.149.107;659.199.879;33.778.491
c8281b83-4301-4596-aec2-612ddb40bf0e;Waalhaven Zuid;Goederen Emplacement;Nederland;Onbekend;Ja;Nee;Nee;Ja;Whz;Ja;Goederen emplacement;Whz-Bot;Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek;7,718895;-0.357578;-0,357578;950;a;950;950_a;Barendrecht Vork - Rotterdam Maasvlakte;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;89206;431863;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.187.142.482;443.183.163;7.718.895
6d5893cf-c909-4124-9bb1-8510e5451f2e;Rail Service Center Waalhaven aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Rscwa;Ja;Goederen emplacement;Whz-Bot;Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek;10,960438;0.05004;0,05004;950;a;950;950_a;Barendrecht Vork - Rotterdam Maasvlakte;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;86085;432636;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.187.799.471;438.636.455;10.960.438
eaa1f080-fb36-4fd8-ab18-74eca46f4b83;Betuweroute Duiven overloop;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Brdvno;Ja;OV Overige;Brech-Brzv;Betuweroute Echteld - Betuweroute Zevenaar ;101,799621;0.050996;0,050996;158;;158;158__;Ressen = Bemmel - Zevenaar;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;A15trace;71;VolkerRail;198255;437302;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;9de48c78-e8a6-472c-8958-4f76467b8d80;BRDVNO;;;Betuweroute Duiven Overloop;;5.192.251.301;601.599.989;101.799.621
0c49e5e6-f6c1-4782-b9db-6d4835c7f326;Betuweroute Giessendam;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Brgnd;Ja;AS Aansluiting/splitsing;Brppd-Brgnd;Betuweroute Papendrecht - Betuweroute Giessendam ;15,183918;-0.137914;-0,137914;152;a;152;152_a;Kijfhoek - Meteren Aansl.;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;A15trace;71;VolkerRail;116160;427658;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;14f8096e-83e6-4a03-8a14-d143d98de9d0;BRGND;;;Betuweroute Giessendam;;518.361.612;482.366.908;15.183.918
5bd7146c-feb7-48ca-bfb1-a83a531d40f2;Betuweroute Valburg aansl. West;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Brvalw;Ja;AS Aansluiting/splitsing;Brech-Brzv;Betuweroute Echteld - Betuweroute Zevenaar ;84,000148;0.067851;0,067851;155;b;155;155_b;Meteren Aansl. - Ressen = Bemmel;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;A15trace;71;VolkerRail;181543;435626;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;ebf118a2-e283-414b-9621-122b17df6e45;BRVAL;;;Betuweroute Valburg;;5.190.849.794;577.293.513;84.000.148
f1d1c792-81a5-4a5a-afe2-0931971484d4;Europoort West;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Erpw;Ja;Goederen emplacement;Bot-Mvt;Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte;33,5;-0.5;-0,5;950;e;950;950_e;Barendrecht Vork - Rotterdam Maasvlakte;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;67885;439615;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;34ea8682-9b7e-42cc-90dc-fe7f01005a4a;ERPW;;;Europoort West;;5.193.816.161;412.033.853;33.5
3e50b58d-12a5-4033-8c78-ab6eadfd7292;Maasvlakte West terminal Noord;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mvtwn;Ja;Goederen emplacement;Mvta-Mvtn;Maasvlakte Aansl. - Maasvlakte Noordwesthoek ;3,108517;54.639.081;54,639081;478;a;478;478_a;Rotterdam Europoort 4;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;61010;441304;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;1b10d9ff-f20a-459e-9d41-73e632df0e01;MVTYZ;;;Maasvlakte Yangtzehaven Zuid;;5.195.221.893;401.992.242;3.108.517
79726d20-a39b-480b-bf37-d174279693f5;Maasvlakte Prinses Amaliahaven;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mvtah;Nee;Goederen emplacement;Mvtnwa-Mvtyn;Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ;303,87488;-0.163503;-0,163503;479;a;479;479_a;Maasvlakte 2;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;57991;439878;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;1b10d9ff-f20a-459e-9d41-73e632df0e01;MVTYZ;;;Maasvlakte Yangtzehaven Zuid;;519.388.861;397.641.994;30.387.488
6c8e4c82-6df2-455a-843b-ac0df06c59ba;Maasvlakte aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mvta;Ja;Goederen emplacement;Bot-Mvt;Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte;39,654066;0.144834;0,144834;950;e;950;950_e;Barendrecht Vork - Rotterdam Maasvlakte;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;62509;438585;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;50b052c5-9b72-43b6-90fe-77912f04a5f9;MVT;;;Maasvlakte;;5.192.803.733;404.245.495;39.654.066
3a28be53-e4c5-4645-89d1-e168bd156178;Botlek Theemsweg aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Bottha;Ja;OA Overloop-aansluiting;Whz-Bot;Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek;18,960485;-0.099118;-0,099118;950;a;950;950_a;Barendrecht Vork - Rotterdam Maasvlakte;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;Europoort;4;VolkerRail;78233;431767;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.186.915.792;427.254.499;18.960.485
f0da4f7b-1cbf-4426-9eff-ea4645472eaf;Betuweroute Opheusden;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Bropo;Ja;OV Overige;Brech-Brzv;Betuweroute Echteld - Betuweroute Zevenaar ;73,870486;0.196543;0,196543;155;b;155;155_b;Meteren Aansl. - Ressen = Bemmel;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;A15trace;71;VolkerRail;171677;437124;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;e03c7122-5702-4970-b1ab-3e6d8dbf6a96;BROCH;;;Betuweroute Opheusden/Echteld;;5.192.234.594;562.963.336;73.870.486
adb5fdc2-317a-4e56-a073-6bd6156e2463;Barendrecht aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Brda;Ja;OA Overloop-aansluiting;Bd-Rtd;Breda - Rotterdam Centraal ;40,303761;-0.435443;-0,435443;663;a;663;663_a;Rotterdam Barendrecht;ProRail;Randstad Zuid;RZ;Baan;Dordrecht;140;Dordrecht;5;ASSET Rail;96930;431020;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;53bde5f7-d74b-4722-a8be-07723c1bf0c2;BRDA;;;Barendrecht aansl.;;5.186.470.648;454.411.907;40.303.761
694a1bd2-81aa-44ec-8877-b60f3b99321f;Maastricht;Station;Nederland;Groot;Ja;Nee;Ja;Ja;Mt;Ja;IC Intercity-station;Mt-Vl;Maastricht - Venlo ;0,073386;-0.086238;-0,086238;520;a;520;520_a;Maastricht;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;177484;317655;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;163aee5f-e9d6-4dfd-8b3f-afff2475172f;MT;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Maastricht;Maastricht;5.084.829.129;570.644.013;0.073386
be1c1b05-4334-47e0-89c9-e605995b39ca;Reuver;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Rv;Ja;Stop-station;Mt-Vl;Maastricht - Venlo ;58,103672;0.283505;0,283505;60;;60;060__;Roermond - Venlo;ProRail;Zuid;Z;Baan;De Peel;300;Venlo;27;ASSET Rail;203292;366198;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;3b72aec9-9b88-40e8-98c6-eb4ea7580c28;RV;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Reuver;Maastricht;5.128.301.526;607.938.955;58.103.672
b2a6918a-d22f-48e7-a906-b37eb9f4409e;Sittard;Station;Nederland;Middel;Nee;Nee;Ja;Ja;Std;Ja;IC Intercity-station;Mt-Vl;Maastricht - Venlo ;21,874569;0.134454;0,134454;553;c;553;553_c;Sittard;ProRail;Zuid;Z;Baan;Limburg;340;Roermond;25;Strukton Rail;188122;334842;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;e0e075f5-2ff4-476d-b8b7-e6d0aafb9415;STD;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Sittard;Maastricht;5.100.226.161;585.905.574;21.874.569
91bd9d7f-2c9a-4a12-82c3-a6feacd75650;Spekholzerheide;Halte;Nederland;Onbekend;Nee;Nee;Nee;Nee;Sph;Nee;Stop-station;Lg-Spv;Landgraaf - Simpelveld ;8,149795;0.233373;0,233373;309;;309;309__;Landgraaf - Simpelveld;Derden - Overig - Zuid Limburgse Stoomtrein Maatschappij (ZLSM);Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;199983;318394;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.085.360.944;602.597.447;8.149.795
ac8206ba-2620-4f6d-a4e3-df59c23d71c0;Geldrop;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Gp;Ja;Stop-station;Ehv-Wt;Eindhoven - Weert ;6,126733;-0.310578;-0,310578;57;;57;057__;Eindhoven - Weert;ProRail;Zuid;Z;Baan;De Peel;300;Eindhoven;24;ASSET Rail;166370;381220;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.141.998.842;555.065.912;6.126.733
e2993252-5608-4574-86c5-887c39745c1d;Eygelshoven Markt;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Eghm;Ja;Stop-station;Std-Hz;Sittard - Herzogenrath (D) ;24,480284;-0.409423;-0,409423;66;a;66;066_a;Landgraaf - Haanrade Grens;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;202156;323137;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.089.606.653;605.744.692;24.480.284
675408dd-d0e1-4361-9ea8-1f2adc0f40de;Heerlen;Station;Nederland;Klein;Ja;Nee;Ja;Ja;Hrl;Ja;IC Intercity-station;Std-Hz;Sittard - Herzogenrath (D) ;18,441717;-0.385153;-0,385153;504;b;504;504_b;Heerlen;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;196330;322517;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;0da4dbd4-6f63-41fb-9373-1623a0ce519b;HRL;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Heerlen;Maastricht;5.089.094.365;597.457.277;18.441.717
525d5c92-2129-42ec-a971-29bdb4fbefa0;Nuth;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Nh;Ja;Stop-station;Std-Hz;Sittard - Herzogenrath (D) ;11,857346;0.100508;0,100508;64;;64;064__;Sittard - Heerlen;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;190567;325648;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.091.947.393;58.929.806;11.857.346
a9170d5c-feb8-42c1-b1fe-af29b96a54ae;Hoensbroek;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Hb;Ja;Stop-station;Std-Hz;Sittard - Herzogenrath (D) ;15,035208;-0.583527;-0,583527;64;;64;064__;Sittard - Heerlen;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;193309;324062;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.090.504.097;593.180.399;15.035.208
2c5c9b7f-2317-4a5d-b8f0-1f94c5c0c86b;Maastricht Noord;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Mtn;Ja;Stop-station;Mt-Vl;Maastricht - Venlo ;2,801425;0.322629;0,322629;63;;63;063__;Maastricht - Sittard;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;178229;320099;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;;Maastricht;5.087.023;571.717.457;2.801.425
0ba36373-7635-4e80-bae8-0794895b141f;Swalmen;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Sm;Ja;Stop-station;Mt-Vl;Maastricht - Venlo ;51,733073;-0.126968;-0,126968;60;;60;060__;Roermond - Venlo;ProRail;Zuid;Z;Baan;De Peel;300;Venlo;27;ASSET Rail;199975;360843;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;8ce164a8-a7bc-4e69-b963-2ba36d1de6d3;SM;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Swalmen;Maastricht;5.123.515.591;603.117.113;51.733.073
1caf1c52-6afa-4508-9bd2-8d2504a1d517;Lutterade racc. DSM;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Lutdsm;Nee;Goederen emplacement;Mt-Vl;Maastricht - Venlo ;17,9995;0.002898;0,002898;63;;63;063__;Maastricht - Sittard;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;185702;331834;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;1e9bd8ce-924b-4dc6-8aa5-8ad0e52508e2;LUTA;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Lutterade aansl;Maastricht;5.097.535.932;582.432.523;179.995
1a0db19d-8aec-486f-8006-147cba87e51d;Roermond;Station;Nederland;Middel;Nee;Nee;Ja;Ja;Rm;Ja;IC Intercity-station;Mt-Vl;Maastricht - Venlo ;46,289116;-0.535648;-0,535648;519;a;519;519_a;Roermond;ProRail;Zuid;Z;Baan;Limburg;340;Roermond;25;Strukton Rail;197441;356064;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;3a86118e-57f8-4998-ac4a-493afa7a7c65;RM;58952f87-ac7f-4dc4-a8a2-387ad0f9930e;MT;Roermond;Maastricht;5.119.239.581;599.432.106;46.289.116
e1212fd6-1b59-4c77-ae7d-542c22f4e16d;Wormerveer;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Wm;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;65,145076;0.116082;0,116082;78;;78;078__;Uitgeest - Zaandam;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;114652;500323;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;6afab917-b882-4276-a85e-707146913e78;WM;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Wormerveer;Alkmaar;5.248.913.155;479.316.062;65.145.076
d96b6042-fdfb-4f4c-aabe-73fbaf12366b;Bovenkarspel-Grootebroek;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Bkg;Ja;Stop-station;Zd-Ekz;Zaandam - Enkhuizen ;46,50011;-0.497648;-0,497648;217;;217;217__;Hoorn - Enkhuizen;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Heerhugowaard;6;VolkerRail;144874;523086;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;c0215559-2199-474a-bb6a-691d0b416d57;BKG;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Bovenkarspel-Grootebroek;Alkmaar;526.950.979;523.742.289;4.650.011
e63cb7fa-3918-4d04-b659-99d59469c076;Den Helder Zuid;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Hdrz;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;3,362699;-0.096163;-0,096163;73;;73;073__;Den Helder - Heerhugowaard;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Heerhugowaard;6;VolkerRail;113107;549687;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;98f1a1a6-b55d-491a-9007-d3263e8c0165;HDRZ;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Den Helder Zuid;Alkmaar;5.293.262.205;476.415.182;3.362.699
801e80e6-c657-4a66-b7fe-8bc685fb32bf;Koegras, brug o/h Noordhollands kanaal;Brug;Nederland;Onbekend;Nee;Nee;Nee;Nee;Kgs;Ja;BR Beweegbare brug;Hdr-Zd;Den Helder - Zaandam ;7,200011;-0.223338;-0,223338;73;;73;073__;Den Helder - Heerhugowaard;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Heerhugowaard;6;VolkerRail;114646;546320;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.290.248.331;478.745.521;7.200.011
7e55c3fe-0916-48e7-b61b-935a416c957f;Zaandam;Knooppunt;Nederland;Klein;Nee;Nee;Nee;Ja;Zd;Ja;IC Intercity-station;Hdr-Zd;Den Helder - Zaandam ;71,173627;-0.189069;-0,189069;524;b;524;524_b;Zaandam;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;116005;494695;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;e59e5683-0d3b-4ab5-a798-5cd99d1e550f;ZD;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;Zaandam;Alkmaar;5.243.865.052;481.373.591;71.173.627
2b929dc3-aae9-43ed-a27a-86a5cb7281ac;Koog aan de Zaan;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Kz;Ja;Stop-station;Hdr-Zd;Den Helder - Zaandam ;68,815559;-0.061716;-0,061716;78;;78;078__;Uitgeest - Zaandam;ProRail;Randstad Noord;RN;Baan;Hollands Noorderkwartier;210;Alkmaar;7;VolkerRail;115472;496969;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;a56b23bc-cb77-4f10-a828-fb5a88619d57;AMR;;Alkmaar;5.245.904.893;480.562.943;68.815.559
